"source_object","field_api_name","relationship_name","relationship_type","target_object","target_resolution","raw_data_type"
"c2g__CommonName__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__CommonName__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__CommunitySettings__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__CommunitySettings__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__CommunitySettings__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__CommunitySettings__c","SetupOwnerId","SetupOwner","Lookup","Organization","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__CommunitySettings__c","SetupOwnerId","SetupOwner","Lookup","Profile","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__CommunitySettings__c","SetupOwnerId","SetupOwner","Lookup","User","ReferenceTo","Lookup(Organization,Profile,User)"
"c2g__CommunitySettings__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__CompanyOwnership__c","c2g__Company__c","c2g__Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Master-Detail(Accounting Company)"
"c2g__CompanyOwnership__c","c2g__InternalCompany__c","c2g__InternalCompany__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__CompanyOwnership__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__CompanyOwnership__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__CompanyOwnership__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__CompanyOwnership__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__ConsolidationHierarchy__c","CreatedById","CreatedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__ConsolidationHierarchy__c","LastModifiedById","LastModifiedBy","Lookup","User","ReferenceTo","Lookup(User)"
"c2g__ConsolidationHierarchy__c","OwnerId","Owner","Lookup","Group","ReferenceTo","Lookup(User,Group)"
"c2g__ConsolidationHierarchy__c","OwnerId","Owner","Lookup","User","ReferenceTo","Lookup(User,Group)"
"c2g__ConsolidationHierarchy__c","RecordVisibilityId","RecordVisibility","Lookup","Record Visibility","DataType","Lookup(Record Visibility)"
"c2g__ConsolidationHierarchy__c","UserRecordAccessId","UserRecordAccess","Lookup","UserRecordAccess","ReferenceTo","Lookup(User Record Access)"
"c2g__ConsolidationHierarchyLine__c","c2g__Company__c","c2g__Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__ConsolidationHierarchy__c","c2g__ConsolidationHierarchy__r","Lookup","c2g__ConsolidationHierarchy__c","ReferenceTo","Master-Detail(Consolidation Hierarchy)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level01Company__c","c2g__Level01Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level02Company__c","c2g__Level02Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level03Company__c","c2g__Level03Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level04Company__c","c2g__Level04Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level05Company__c","c2g__Level05Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level06Company__c","c2g__Level06Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level07Company__c","c2g__Level07Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level08Company__c","c2g__Level08Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level09Company__c","c2g__Level09Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level10Company__c","c2g__Level10Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level11Company__c","c2g__Level11Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level12Company__c","c2g__Level12Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level13Company__c","c2g__Level13Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level14Company__c","c2g__Level14Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level15Company__c","c2g__Level15Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level16Company__c","c2g__Level16Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level17Company__c","c2g__Level17Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level18Company__c","c2g__Level18Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level19Company__c","c2g__Level19Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
"c2g__ConsolidationHierarchyLine__c","c2g__Level20Company__c","c2g__Level20Company__r","Lookup","c2g__codaCompany__c","ReferenceTo","Lookup(Accounting Company)"
