"api_name","category"
"CollaborationGroup","standard"
"CollaborationGroupFeed","standard"
"CollaborationGroupMember","standard"
"CollaborationGroupMemberRequest","standard"
"CollaborationGroupRecord","standard"
"CollaborationGroupRecordChangeEvent","standard"
"CollaborationInvitation","standard"
"ColorDefinition","standard"
"CombinedAttachment","standard"
"Commission_Payment__c","custom"
"Commission_Payment__ChangeEvent","standard"
"Commission_Payment__Share","standard"
"Commission_Payment_Plans__c","custom"
"Commission_Payment_Plans__ChangeEvent","standard"
"Commission_Payment_Plans__Share","standard"
"CommSubscription","standard"
"CommSubscriptionChangeEvent","standard"
"CommSubscriptionChannelType","standard"
"CommSubscriptionChannelTypeChangeEvent","standard"
"CommSubscriptionChannelTypeFeed","standard"
"CommSubscriptionChannelTypeHistory","standard"
"CommSubscriptionChannelTypeShare","standard"
"CommSubscriptionConsent","standard"
"CommSubscriptionConsentChangeEvent","standard"
"CommSubscriptionConsentFeed","standard"
"CommSubscriptionConsentHistory","standard"
"CommSubscriptionConsentShare","standard"
"CommSubscriptionFeed","standard"
"CommSubscriptionHistory","standard"
"CommSubscriptionShare","standard"
"CommSubscriptionTiming","standard"
"CommSubscriptionTimingChangeEvent","standard"
"CommSubscriptionTimingFeed","standard"
"CommSubscriptionTimingHistory","standard"
"Community","standard"
"comp_house__CompanyHouse__c","custom"
"comp_house__CompanyHouse__ChangeEvent","standard"
"ConferenceNumber","standard"
"ConferenceNumberChangeEvent","standard"
"CongaWorkflow__Workflow_Region__mdt","custom"
"CongaWorkflow__Workflow_Setting__mdt","custom"
"ConnectedApplication","standard"
"ConsentUnsubscribeAllEvent","standard"
"ConsentUnsubscribeEvent","standard"
"Contact","standard"
"ContactChangeEvent","standard"
"ContactFeed","standard"
"ContactHistory","standard"
"ContactPointAddress","standard"
"ContactPointAddressChangeEvent","standard"
"ContactPointAddressHistory","standard"
"ContactPointAddressShare","standard"
"ContactPointConsent","standard"
"ContactPointConsentChangeEvent","standard"
"ContactPointConsentHistory","standard"
"ContactPointConsentShare","standard"
"ContactPointEmail","standard"
"ContactPointEmailChangeEvent","standard"
"ContactPointEmailHistory","standard"
"ContactPointEmailShare","standard"
"ContactPointPhone","standard"
"ContactPointPhoneChangeEvent","standard"
"ContactPointPhoneHistory","standard"
"ContactPointPhoneShare","standard"
"ContactPointTypeConsent","standard"
"ContactPointTypeConsentChangeEvent","standard"
"ContactPointTypeConsentHistory","standard"
"ContactPointTypeConsentShare","standard"
"ContactRequest","standard"
"ContactRequestShare","standard"
"ContactShare","standard"
"ContentAsset","standard"
"ContentBody","standard"
"ContentDistribution","standard"
"ContentDistributionView","standard"
"ContentDocument","standard"
"ContentDocumentChangeEvent","standard"
"ContentDocumentFeed","standard"
"ContentDocumentHistory","standard"
"ContentDocumentLink","standard"
"ContentDocumentLinkChangeEvent","standard"
"ContentDocumentSubscription","standard"
"ContentFolder","standard"
"ContentFolderChangeEvent","standard"
"ContentFolderItem","standard"
"ContentFolderLink","standard"
"ContentFolderMember","standard"
"ContentNote","standard"
"ContentNotification","standard"
"ContentTagSubscription","standard"
"ContentTaxonomy","standard"
"ContentTaxonomyRelatedTerm","standard"
"ContentTaxonomyTerm","standard"
"ContentTaxonomyTermRelatedTerm","standard"
"ContentTaxonomyTermRelationshipType","standard"
"ContentUserSubscription","standard"
"ContentVersion","standard"
"ContentVersionChangeEvent","standard"
"ContentVersionComment","standard"
"ContentVersionHistory","standard"
"ContentVersionRating","standard"
"ContentVersionRenditionContent","standard"
"ContentWorkspace","standard"
"ContentWorkspaceDoc","standard"
"ContentWorkspaceMember","standard"
"ContentWorkspacePermission","standard"
"ContentWorkspaceSubscription","standard"
"ContextParamMap","standard"
"Contract","standard"
"ContractChangeEvent","standard"
"ContractContactRole","standard"
"ContractFeed","standard"
"ContractHistory","standard"
"ContractStatus","standard"
"ConvEntryRelatedRecordCopy","standard"
"Conversation","standard"
"ConversationApiLog","standard"
"ConversationApiLogObjSum","standard"
"ConversationApiLogShare","standard"
"ConversationEntry","standard"
"ConversationEntryCopy","standard"
"ConversationParticipant","standard"
"ConvIntelligenceSignalRule","standard"
"ConvIntelligenceSignalSubRule","standard"
"ConvMessageSendRequest","standard"
"CorsWhitelistEntry","standard"
"CreditMemo","standard"
"CreditMemoFeed","standard"
"CreditMemoHistory","standard"
"CreditMemoInvApplication","standard"
"CreditMemoInvApplicationFeed","standard"
"CreditMemoLine","standard"
"CreditMemoLineFeed","standard"
"CreditMemoLineHistory","standard"
"CreditMemoShare","standard"
"CronJobDetail","standard"
"CronTrigger","standard"
"CS_APP__Account_Decision_Mapping__c","custom"
"CS_APP__Account_Decision_Mapping__ChangeEvent","standard"
"CS_APP__Additional_Portfolio_Rule__mdt","custom"
"CS_APP__Country_Mapping__mdt","custom"
"CS_APP__Creditsafe_Active_Tree__c","custom"
"CS_APP__Creditsafe_Active_Tree__ChangeEvent","standard"
"CS_APP__Creditsafe_Defaults__c","custom"
"CS_APP__Creditsafe_Defaults__ChangeEvent","standard"
"CS_APP__Creditsafe_hold_on_refer__c","custom"
"CS_APP__Creditsafe_hold_on_refer__ChangeEvent","standard"
"CS_APP__Creditsafe_OAuth__mdt","custom"
"CS_APP__Data_Cleaning_Job_Frequency__c","custom"
"CS_APP__Data_Cleaning_Job_Frequency__ChangeEvent","standard"
"CS_APP__Data_Cleaning_Mapping__mdt","custom"
"CS_APP__Decision_Output__c","custom"
"CS_APP__Decision_Output__ChangeEvent","standard"
"CS_APP__Decision_Result__c","custom"
"CS_APP__Decision_Result__ChangeEvent","standard"
"CS_APP__Decision_Result__Share","standard"
"CS_APP__Lead_Decision_Mapping__c","custom"
"CS_APP__Lead_Decision_Mapping__ChangeEvent","standard"
"CS_APP__RT_Account_Decision_Exclusion__c","custom"
"CS_APP__RT_Account_Decision_Exclusion__ChangeEvent","standard"
"CS_APP__RT_Lead_Decision_Exclusion__c","custom"
"CS_APP__RT_Lead_Decision_Exclusion__ChangeEvent","standard"
"CspTrustedSite","standard"
"CuratedExpJobEvent","standard"
"CuratedExpPlanEvent","standard"
"CurrencyType","standard"
"CustomBrand","standard"
"CustomBrandAsset","standard"
"Customer","standard"
"Customer_Catalogue__c","custom"
"Customer_Catalogue__ChangeEvent","standard"
"Customer_Catalogue__History","standard"
"CustomerShare","standard"
"CustomHelpMenuItem","standard"
"CustomHelpMenuSection","standard"
"CustomHttpHeader","standard"
"CustomNotificationType","standard"
"CustomPermission","standard"
"CustomPermissionDependency","standard"
"CustomPOApproval__c","custom"
"CustomPOApproval__ChangeEvent","standard"
"CustomSetup","standard"
"CustomSetupDefinition","standard"
"Dashboard","standard"
"DashboardComponent","standard"
"DashboardComponentFeed","standard"
"DashboardComponentLocalization","standard"
"DashboardFeed","standard"
"DashboardLocalization","standard"
"DataAction","standard"
"DataActionFeed","standard"
"DataActionHistory","standard"
"DataActionJobStatusEvent","standard"
"DataActionJobSummary","standard"
"DataActionJobSummaryFeed","standard"
"DataActionJobSummaryHistory","standard"
"DataActionJobSummaryShare","standard"
"DataActionTarget","standard"
"DataActionTargetFeed","standard"
"DataActionTargetHistory","standard"
"DataActionTargetShare","standard"
"DataAssessmentFieldMetric","standard"
"DataAssessmentMetric","standard"
"DataAssessmentValueMetric","standard"
"DataAssetPromotionRequest","standard"
"DataAssetSemanticGraphEdge","standard"
"DatacloudAddress","standard"
"DataCommCapDataSpace","standard"
"DataCommCapDim","standard"
"DataCommCapDimValue","standard"
"DataCommCapRelatedDim","standard"
"DataConctCredExpiryEvent","standard"
"DataConnectorStatusEvent","standard"
"DataContentLensSource","standard"
"DataContentLensSourceFeed","standard"
"DataContentLensSourceHistory","standard"
"DataCustomCodeStatEvent","standard"
"DataFeatureDeprovisionEvent","standard"
"DataGraph","standard"
"DataHarmonizedModelObjRef","standard"
"DataIntegrationRecordPurchasePermission","standard"
"DataKitDeployEvent","standard"
"DataKitDeploymentLog","standard"
"DataKitDeploymentLogShare","standard"
"DataKnowledgeSpace","standard"
"DataKnowledgeSpaceSession","standard"
"DataKnowledgeSpaceShare","standard"
"DataKnowledgeSrcFileRef","standard"
"DataKnowledgeSrcFileRefShare","standard"
"DataLakeObjectInstance","standard"
"DataLakeObjectInstanceFeed","standard"
"DataLakeObjectInstanceHistory","standard"
"DataLineageFullRefStEvent","standard"
"DataLineageNodeDefSyncLog","standard"
"DataLineageNodeDefSyncLogFeed","standard"
"DataLineageNodeDefSyncLogHistory","standard"
"DataLineageNodeDefSyncLogShare","standard"
"DataMceUmaMigStrmStsEvnt","standard"
"DataMltOrgMdatChgsetEvent","standard"
"DataMultiOrgConnection","standard"
"DataMultiOrgObjectRef","standard"
"DataMultiOrgServiceEvent","standard"
"DataMultiOrgSyncStatus","standard"
"DataObjBillableStatusEvent","standard"
"DataObjectDataChgEvent","standard"
"DataObjectMetadataChgEvent","standard"
"DataObjSecondaryIndex","standard"
"DataObjSecondaryIndexFeed","standard"
"DataObjSecondaryIndexHistory","standard"
"DataOrgExtShareEvent","standard"
"DataQueryWorkspace","standard"
"DataQueryWorkspaceFeed","standard"
"DataQueryWorkspaceHistory","standard"
"DataQueryWorkspaceShare","standard"
"DataQueryWorkspaceTab","standard"
"DataQuickAttribute","standard"
"DataQuickAttributeChangeEvent","standard"
"DataQuickAttributeFeed","standard"
"DataQuickAttributeHistory","standard"
"DataRemoteOrgDataSpaceMap","standard"
"DataSemanticSearch","standard"
"DataSemanticSearchFeed","standard"
"DataSemanticSearchHistory","standard"
"DatasetExport","standard"
"DatasetExportEvent","standard"
"DatasetExportPart","standard"
"DataShellTntUpgradeEvent","standard"
"DataShrMappingStatusEvent","standard"
"DataSourceBundle","standard"
"DataSourceBundleShare","standard"
"DataSpace","standard"
"DataSpaceFeed","standard"
"DataSpaceFilterCondition","standard"
"DataSpaceFilterCriteria","standard"
"DataSpaceHistory","standard"
"DataSpaceInternalOrg","standard"
"DataStatistics","standard"
"DataStream","standard"
"DataStreamFeed","standard"
"DataStreamHistory","standard"
"DataStreamNewFieldEvent","standard"
"DataStreamStatusEvent","standard"
"DataSyncConnectorEvent","standard"
"DataType","standard"
"DataUseLegalBasis","standard"
"DataUseLegalBasisChangeEvent","standard"
"DataUseLegalBasisHistory","standard"
"DataUseLegalBasisShare","standard"
"DataUsePurpose","standard"
"DataUsePurposeChangeEvent","standard"
"DataUsePurposeHistory","standard"
"DataUsePurposeShare","standard"
"DataWeaveResource","standard"
"DatedConversionRate","standard"
"DeclinedEventRelation","standard"
"DeleteEvent","standard"
"DevopsEnvironment","standard"
"DevopsEnvironmentFeed","standard"
"DevopsEnvironmentHistory","standard"
"DevopsEnvironmentShare","standard"
"DevopsRequestInfo","standard"
"DevopsRequestInfoChangeEvent","standard"
"DevopsRequestInfoEvent","standard"
"DevopsRequestInfoFeed","standard"
"DevopsRequestInfoHistory","standard"
"DevopsRequestInfoShare","standard"
"DigitalWallet","standard"
"diplopia__App_Config__mdt","custom"
"diplopia__Skip_Related_Object__c","custom"
"diplopia__Skip_Related_Object__ChangeEvent","standard"
"dlrs__DeclarativeLookupRollupSummaries__c","custom"
"dlrs__DeclarativeLookupRollupSummaries__ChangeEvent","standard"
"dlrs__LookupChild__c","custom"
"dlrs__LookupChild__ChangeEvent","standard"
"dlrs__LookupChild__Share","standard"
"dlrs__LookupParent__c","custom"
"dlrs__LookupParent__ChangeEvent","standard"
"dlrs__LookupParent__Share","standard"
"dlrs__LookupRollupCalculateJob__c","custom"
"dlrs__LookupRollupCalculateJob__ChangeEvent","standard"
"dlrs__LookupRollupCalculateJob__Share","standard"
"dlrs__LookupRollupSummary__c","custom"
"dlrs__LookupRollupSummary__ChangeEvent","standard"
"dlrs__LookupRollupSummary__Share","standard"
"dlrs__LookupRollupSummary2__mdt","custom"
"dlrs__LookupRollupSummaryLog__c","custom"
"dlrs__LookupRollupSummaryLog__ChangeEvent","standard"
"dlrs__LookupRollupSummaryLog__Share","standard"
"dlrs__LookupRollupSummaryScheduleItems__c","custom"
"dlrs__LookupRollupSummaryScheduleItems__ChangeEvent","standard"
"dlrs__LookupRollupSummaryScheduleItems__Share","standard"
"dlrs__UserNotification__e","custom"
"DocProcessingStatusEvent","standard"
"Document","standard"
"DocumentAttachmentMap","standard"
"Domain","standard"
"DomainSite","standard"
"DOZISF__Complete_Setting__c","custom"
"DOZISF__Complete_Setting__ChangeEvent","standard"
"DOZISF__Enrich_Private_Key__c","custom"
"DOZISF__Enrich_Private_Key__ChangeEvent","standard"
"DOZISF__Enrich_Private_Key__Share","standard"
"DOZISF__JWT_Key__mdt","custom"
"DOZISF__JWT_Setting__mdt","custom"
"DOZISF__Opsos_Trigger_Setting__c","custom"
"DOZISF__Opsos_Trigger_Setting__ChangeEvent","standard"
"DOZISF__ZI_Allowed_Entities_List__mdt","custom"
"DOZISF__ZoomInfo__c","custom"
"DOZISF__ZoomInfo__ChangeEvent","standard"
"DOZISF__ZoomInfo__Share","standard"
"DOZISF__ZoomInfo_Intent__c","custom"
"DOZISF__ZoomInfo_Intent__ChangeEvent","standard"
"DOZISF__ZoomInfo_Intent__Share","standard"
"DOZISF__ZoomInfo_Opsos_Configuration__c","custom"
"DOZISF__ZoomInfo_Opsos_Configuration__ChangeEvent","standard"
"DOZISF__ZoomInfo_Opsos_Configuration__History","standard"
"DOZISF__ZoomInfo_Opsos_Configuration__Share","standard"
"DOZISF__ZoomInfo_Opsos_Matching_Criteria__c","custom"
"DOZISF__ZoomInfo_Opsos_Matching_Criteria__ChangeEvent","standard"
"DOZISF__ZoomInfo_Opsos_Matching_Criteria__History","standard"
"DOZISF__ZoomInfo_Opsos_Matching_Criteria__Share","standard"
"DOZISF__ZoomInfo_Opsos_System_Setting__c","custom"
"DOZISF__ZoomInfo_Opsos_System_Setting__ChangeEvent","standard"
"DOZISF__ZoomInfo_Opsos_System_Setting__History","standard"
"DOZISF__ZoomInfo_Opsos_System_Setting__Share","standard"
"DOZISF__ZoomInfo_Scoop__c","custom"
"DOZISF__ZoomInfo_Scoop__ChangeEvent","standard"
"DOZISF__ZoomInfo_Scoop__Share","standard"
"DuplicateRecordItem","standard"
"DuplicateRecordSet","standard"
"DuplicateRule","standard"
"EmailBounceEvent","standard"
"EmailCapture","standard"
"EmailDomainFilter","standard"
"EmailDomainKey","standard"
"EmailMessage","standard"
"EmailMessageChangeEvent","standard"
"EmailMessageRelation","standard"
"EmailRelay","standard"
"EmailServicesAddress","standard"
"EmailServicesFunction","standard"
"EmailStatus","standard"
"EmailTemplate","standard"
"EmailTemplateChangeEvent","standard"
"EmbeddedServiceDetail","standard"
"EmbeddedServiceLabel","standard"
"EngagementChannelType","standard"
"EngagementChannelTypeChangeEvent","standard"
"EngagementChannelTypeFeed","standard"
"EngagementChannelTypeHistory","standard"
"EngagementChannelTypeShare","standard"
"EngagementSignal","standard"
"EngagementSignalCmpndMetric","standard"
"EngagementSignalCmpndMetricShare","standard"
"EngagementSignalFeed","standard"
"EngagementSignalHistory","standard"
"EngagementSignalMetric","standard"
"EngmtChannelTypeSettings","standard"
"EnhancedLetterhead","standard"
"EnhancedLetterheadFeed","standard"
"EntityDefinition","standard"
"EntityParticle","standard"
"EntitySubscription","standard"
"erpws__fflib_BatchProcess__c","custom"
"erpws__fflib_BatchProcess__ChangeEvent","standard"
"erpws__fflib_BatchProcess__Share","standard"
"erpws__fflib_BatchProcessDetail__c","custom"
"erpws__fflib_BatchProcessDetail__ChangeEvent","standard"
"erpws__fflib_SchedulerConfiguration__c","custom"
"erpws__fflib_SchedulerConfiguration__ChangeEvent","standard"
"erpws__fflib_SchedulerConfiguration__Share","standard"
"Event","standard"
"EventBusSubscriber","standard"
"EventChangeEvent","standard"
"EventFeed","standard"
"EventLogFile","standard"
"EventRelation","standard"
"EventRelationChangeEvent","standard"
"EventRelayConfig","standard"
"EventRelayConfigChangeEvent","standard"
"EventRelayFeedback","standard"
"EventStagedInviteeEmail","standard"
"EventWhoRelation","standard"
"EvfPipelineSubTaskDetails","standard"
"ExperimentJobStatusEvent","standard"
"ExpressionFilter","standard"
"ExpressionFilterCriteria","standard"
"ExpressionSetView","standard"
"ExtDataShare","standard"
"ExtDataShareFeed","standard"
"ExtDataShareHistory","standard"
"ExtDataShareTarget","standard"
"ExtDataShareTargetFeed","standard"
"ExtDataShareTargetHistory","standard"
"ExtDataShareTargetShare","standard"
"ExternalClientApplication","standard"
"ExternalDataSource","standard"
"ExternalDataSrcDescriptor","standard"
"ExternalDataUserAuth","standard"
"ExternalEvent","standard"
"ExternalEventChangeEvent","standard"
"ExternalEventMapping","standard"
"ExternalEventMappingShare","standard"
"ExternalSocialAccount","standard"
"ExternalSourceStatusEvent","standard"
"ExtlClntAppAndroidPushConfig","standard"
"ExtlClntAppApplePushConfig","standard"
"ExtlClntAppMobileSettings","standard"
"ExtlClntAppMobPlcyConfig","standard"
"ExtlClntAppNotifSettings","standard"
"ExtlClntAppNotifType","standard"
"ExtlClntAppOauthConsumer","standard"
"ExtlClntAppOauthIpRange","standard"
"ExtlClntAppOauthPlcyAttr","standard"
"ExtlClntAppOauthPlcyCnfg","standard"
"ExtlClntAppOauthPlcyCustmScp","standard"
"ExtlClntAppOauthSetAttr","standard"
"ExtlClntAppOauthSetCustmScp","standard"
"ExtlClntAppOauthSettings","standard"
"ExtlClntAppPlcyCnfg","standard"
"ExtlClntAppPushPolicyConfig","standard"
"ExtlClntAppPushSettings","standard"
"ExtlClntAppSamplePlcyCnfg","standard"
"ExtlClntAppSampleSettings","standard"
"FAM__Applied_Depreciation_Method__c","custom"
"FAM__Applied_Depreciation_Method__ChangeEvent","standard"
"FAM__Applied_Depreciation_Method__History","standard"
"FAM__Asset_Group__c","custom"
"FAM__Asset_Group__ChangeEvent","standard"
"FAM__Asset_Group__History","standard"
"FAM__Asset_Group__Share","standard"
"FAM__Asset_Sub_Group__c","custom"
"FAM__Asset_Sub_Group__ChangeEvent","standard"
"FAM__Asset_Sub_Group__History","standard"
"FAM__Batch_Delete_Control__c","custom"
"FAM__Batch_Delete_Control__ChangeEvent","standard"
"FAM__Batch_Delete_Control__Share","standard"
"FAM__Batch_Log__c","custom"
"FAM__Batch_Log__ChangeEvent","standard"
"FAM__Batch_Settings__c","custom"
"FAM__Batch_Settings__ChangeEvent","standard"
"FAM__Department__c","custom"
"FAM__Department__ChangeEvent","standard"
"FAM__Department__History","standard"
"FAM__Department__Share","standard"
"FAM__Depreciation_Book__c","custom"
"FAM__Depreciation_Book__ChangeEvent","standard"
"FAM__Depreciation_Book__History","standard"
"FAM__Depreciation_Book__Share","standard"
"FAM__FA_Depreciation_Method__c","custom"
"FAM__FA_Depreciation_Method__ChangeEvent","standard"
"FAM__FA_Depreciation_Method__Share","standard"
"FAM__FA_Depreciation_Schedule__c","custom"
"FAM__FA_Depreciation_Schedule__ChangeEvent","standard"
"FAM__FA_Error_Log__c","custom"
"FAM__FA_Error_Log__ChangeEvent","standard"
"FAM__FA_Error_Log__History","standard"
"FAM__FA_Error_Log__Share","standard"
"FAM__fflib_BatchProcess__c","custom"
"FAM__fflib_BatchProcess__ChangeEvent","standard"
"FAM__fflib_BatchProcess__Share","standard"
"FAM__fflib_BatchProcessDetail__c","custom"
"FAM__fflib_BatchProcessDetail__ChangeEvent","standard"
"FAM__fflib_SchedulerConfiguration__c","custom"
"FAM__fflib_SchedulerConfiguration__ChangeEvent","standard"
"FAM__fflib_SchedulerConfiguration__Share","standard"
"FAM__ffsda_SupportDataAccessKey__c","custom"
"FAM__ffsda_SupportDataAccessKey__ChangeEvent","standard"
"FAM__Fixed_Asset__c","custom"
"FAM__Fixed_Asset__ChangeEvent","standard"
"FAM__Fixed_Asset__History","standard"
"FAM__Fixed_Asset__Share","standard"
"FAM__Fixed_Asset_Batch_Job__c","custom"
"FAM__Fixed_Asset_Batch_Job__ChangeEvent","standard"
"FAM__Fixed_Asset_Batch_Job__Share","standard"
"FAM__Fixed_Asset_FA_Process_Management__c","custom"
"FAM__Fixed_Asset_FA_Process_Management__ChangeEvent","standard"
"FAM__Fixed_Asset_Management_Settings__c","custom"
"FAM__Fixed_Asset_Management_Settings__ChangeEvent","standard"
"FAM__Fixed_Asset_Process_Management__c","custom"
"FAM__Fixed_Asset_Process_Management__ChangeEvent","standard"
"FAM__Fixed_Asset_Process_Management__Share","standard"
"FAM__Fixed_Assets_Relationship__c","custom"
"FAM__Fixed_Assets_Relationship__ChangeEvent","standard"
"FAM__Fixed_Assets_Relationship__History","standard"
"FAM__Fixed_Assets_Relationship__Share","standard"
"FAM__Journal_Depreciation_Schedule__c","custom"
"FAM__Journal_Depreciation_Schedule__ChangeEvent","standard"
"FAM__Journal_Fixed_Asset__c","custom"
"FAM__Journal_Fixed_Asset__ChangeEvent","standard"
"FAM__MultipleCurrenciesInSingleAssetGroup__c","custom"
"FAM__MultipleCurrenciesInSingleAssetGroup__ChangeEvent","standard"
"FAM__Permission_Settings__c","custom"
"FAM__Permission_Settings__ChangeEvent","standard"
"FeatureUsageEvent","standard"
"FeedAttachment","standard"
"FeedComment","standard"
"FeedItem","standard"
"FeedLike","standard"
"FeedPollChoice","standard"
"FeedPollVote","standard"
"FeedRevision","standard"
"FeedSignal","standard"
"FeedTrackedChange","standard"
"ff_frb__Financial_Report__c","custom"
"ff_frb__Financial_Report__ChangeEvent","standard"
"ff_frb__Financial_Report__Share","standard"
"ff_frb__Financial_Statement__c","custom"
"ff_frb__Financial_Statement__ChangeEvent","standard"
"ff_frb__Financial_Statement__Share","standard"
"ff_frb__FRBSetting__c","custom"
"ff_frb__FRBSetting__ChangeEvent","standard"
"ff_frb__Report__c","custom"
"ff_frb__Report__ChangeEvent","standard"
"ff_frb__Report__Share","standard"
"ff_frb__Reporting_Component_Configuration__c","custom"
"ff_frb__Reporting_Component_Configuration__ChangeEvent","standard"
"ff_frb__Reporting_Component_Configuration__Share","standard"
"ffaws__UnreconciledTransactionsTotal__c","custom"
"ffaws__UnreconciledTransactionsTotal__ChangeEvent","standard"
"ffaws__UnreconciledTransactionsTotal__Share","standard"
"ffban__Financial_Statement__c","custom"
"ffban__Financial_Statement__ChangeEvent","standard"
"ffban__Financial_Statement__History","standard"
"ffban__Financial_Statement__Share","standard"
"ffban__FSRSetting__c","custom"
"ffban__FSRSetting__ChangeEvent","standard"
"ffban__PSASetting__c","custom"
"ffban__PSASetting__ChangeEvent","standard"
"ffbc__BackgroundProcess__c","custom"
"ffbc__BackgroundProcess__ChangeEvent","standard"
"ffbc__BackgroundProcess__Share","standard"
"ffbc__BackgroundProcessSettings__c","custom"
"ffbc__BackgroundProcessSettings__ChangeEvent","standard"
"ffbc__BillingCentralSettings__c","custom"
"ffbc__BillingCentralSettings__ChangeEvent","standard"
"ffbc__BillingSchedule__c","custom"
"ffbc__BillingSchedule__ChangeEvent","standard"
"ffbc__BillingSchedule__Share","standard"
"ffbc__ConsolidationGroupingField__c","custom"
"ffbc__ConsolidationGroupingField__ChangeEvent","standard"
"ffbc__ConsolidationGroupingMethod__c","custom"
"ffbc__ConsolidationGroupingMethod__ChangeEvent","standard"
"ffbc__ConsolidationGroupingMethod__Share","standard"
"ffbc__ConsolidationRule__c","custom"
"ffbc__ConsolidationRule__ChangeEvent","standard"
"ffbc__ConsolidationRule__Share","standard"
"ffbc__ConsolidationSettings__c","custom"
"ffbc__ConsolidationSettings__ChangeEvent","standard"
"ffbc__Contract__c","custom"
"ffbc__Contract__ChangeEvent","standard"
"ffbc__Contract__Share","standard"
"ffbc__ContractLineItem__c","custom"
"ffbc__ContractLineItem__ChangeEvent","standard"
"ffbc__DefaultDocumentText__c","custom"
"ffbc__DefaultDocumentText__ChangeEvent","standard"
"ffbc__DefaultDocumentText__Share","standard"
"ffbc__Discount__c","custom"
"ffbc__Discount__ChangeEvent","standard"
"ffbc__Discount__Share","standard"
"ffbc__FfbcFieldMapping__mdt","custom"
"ffbc__fflib_BatchProcess__c","custom"
"ffbc__fflib_BatchProcess__ChangeEvent","standard"
"ffbc__fflib_BatchProcess__Share","standard"
"ffbc__fflib_BatchProcessDetail__c","custom"
"ffbc__fflib_BatchProcessDetail__ChangeEvent","standard"
"ffbc__fflib_SchedulerConfiguration__c","custom"
"ffbc__fflib_SchedulerConfiguration__ChangeEvent","standard"
"ffbc__fflib_SchedulerConfiguration__Share","standard"
"ffbc__ffsda_SupportDataAccessKey__c","custom"
"ffbc__ffsda_SupportDataAccessKey__ChangeEvent","standard"
"ffbc__Filter__mdt","custom"
"ffbc__Job__c","custom"
"ffbc__Job__ChangeEvent","standard"
"ffbc__Job__Share","standard"
"ffbc__Log__c","custom"
"ffbc__Log__ChangeEvent","standard"
"ffbc__Log__Share","standard"
"ffbc__OpportunityToContractConfiguration__mdt","custom"
"ffbc__OpportunityToContractSettings__c","custom"
"ffbc__OpportunityToContractSettings__ChangeEvent","standard"
"ffbc__Plan__c","custom"
"ffbc__Plan__ChangeEvent","standard"
"ffbc__Plan__Share","standard"
"ffbc__PlanLineItem__c","custom"
"ffbc__PlanLineItem__ChangeEvent","standard"
"ffbc__PriceBookStructureEntry__c","custom"
"ffbc__PriceBookStructureEntry__ChangeEvent","standard"
"ffbc__PriceBookStructureEntry__Share","standard"
"ffbc__PricingStructure__c","custom"
"ffbc__PricingStructure__ChangeEvent","standard"
"ffbc__PricingStructure__Share","standard"
"ffbc__ProrationPolicy__c","custom"
"ffbc__ProrationPolicy__ChangeEvent","standard"
"ffbc__ProrationPolicy__Share","standard"
"ffbc__QuantityBreak__c","custom"
"ffbc__QuantityBreak__ChangeEvent","standard"
"ffbc__RecordFilter__c","custom"
"ffbc__RecordFilter__ChangeEvent","standard"
"ffbc__RecordFilter__Share","standard"
"ffbc__RecordFilterCriteria__c","custom"
"ffbc__RecordFilterCriteria__ChangeEvent","standard"
"ffbc__SoftDate__c","custom"
"ffbc__SoftDate__ChangeEvent","standard"
"ffbc__SoftDate__Share","standard"
"ffbc__UnitOfMeasure__c","custom"
"ffbc__UnitOfMeasure__ChangeEvent","standard"
"ffbc__UnitOfMeasure__Share","standard"
"ffbc__Usage__c","custom"
"ffbc__Usage__ChangeEvent","standard"
"ffbc__Usage__Share","standard"
"ffbext__OneTouchSettings__c","custom"
"ffbext__OneTouchSettings__ChangeEvent","standard"
"ffbf__AccountingCurrencyTest__c","custom"
"ffbf__AccountingCurrencyTest__ChangeEvent","standard"
"ffbf__AccountingCurrencyTest__Share","standard"
"ffbf__AccountTest__c","custom"
"ffbf__AccountTest__ChangeEvent","standard"
"ffbf__AccountTest__Share","standard"
"ffbf__BankAccountTest__c","custom"
"ffbf__BankAccountTest__ChangeEvent","standard"
"ffbf__BankAccountTest__Share","standard"
"ffbf__BankFormatDefinition__c","custom"
"ffbf__BankFormatDefinition__ChangeEvent","standard"
"ffbf__BankFormatDefinition__Share","standard"
"ffbf__BankFormatDefinitionField__c","custom"
"ffbf__BankFormatDefinitionField__ChangeEvent","standard"
"ffbf__BankFormatDefinitionRecordType__c","custom"
"ffbf__BankFormatDefinitionRecordType__ChangeEvent","standard"
"ffbf__BankFormatDocumentConversion__c","custom"
"ffbf__BankFormatDocumentConversion__ChangeEvent","standard"
"ffbf__BankFormatDocumentConversion__Share","standard"
"ffbf__BankFormatMapping__c","custom"
"ffbf__BankFormatMapping__ChangeEvent","standard"
"ffbf__BankFormatMapping__Share","standard"
"ffbf__BankFormatMappingField__c","custom"
"ffbf__BankFormatMappingField__ChangeEvent","standard"
"ffbf__BankFormatMappingJoin__c","custom"
"ffbf__BankFormatMappingJoin__ChangeEvent","standard"
"ffbf__BankFormatMappingRecordType__c","custom"
"ffbf__BankFormatMappingRecordType__ChangeEvent","standard"
"ffbf__BankFormatTool__c","custom"
"ffbf__BankFormatTool__ChangeEvent","standard"
"ffbf__CompanyTest__c","custom"
