"api_name","category"
"c2g__codaItem__Share","standard"
"c2g__codaJournal__c","custom"
"c2g__codaJournal__ChangeEvent","standard"
"c2g__codaJournal__History","standard"
"c2g__codaJournal__Share","standard"
"c2g__codaJournalLineItem__c","custom"
"c2g__codaJournalLineItem__ChangeEvent","standard"
"c2g__codaJournalLineItem__History","standard"
"c2g__codaLookup__c","custom"
"c2g__codaLookup__ChangeEvent","standard"
"c2g__codaLookup__Share","standard"
"c2g__codaMappingFormat__c","custom"
"c2g__codaMappingFormat__ChangeEvent","standard"
"c2g__codaMappingFormat__Share","standard"
"c2g__codaMassEmailAccount__c","custom"
"c2g__codaMassEmailAccount__ChangeEvent","standard"
"c2g__codaMassEmailAccount__Share","standard"
"c2g__codaMassEmailAccountLineItem__c","custom"
"c2g__codaMassEmailAccountLineItem__ChangeEvent","standard"
"c2g__codaMatchingReference__c","custom"
"c2g__codaMatchingReference__ChangeEvent","standard"
"c2g__codaMatchingReference__Share","standard"
"c2g__codaObjectField__c","custom"
"c2g__codaObjectField__ChangeEvent","standard"
"c2g__codaPageNumProperty__c","custom"
"c2g__codaPageNumProperty__ChangeEvent","standard"
"c2g__codaPageNumProperty__Share","standard"
"c2g__codaPayment__c","custom"
"c2g__codaPayment__ChangeEvent","standard"
"c2g__codaPayment__History","standard"
"c2g__codaPayment__Share","standard"
"c2g__codaPaymentAccountLineItem__c","custom"
"c2g__codaPaymentAccountLineItem__ChangeEvent","standard"
"c2g__codaPaymentAccountLineItem__History","standard"
"c2g__codaPaymentAccountSelection__c","custom"
"c2g__codaPaymentAccountSelection__ChangeEvent","standard"
"c2g__codaPaymentBatch__c","custom"
"c2g__codaPaymentBatch__ChangeEvent","standard"
"c2g__codaPaymentBatchLineItem__c","custom"
"c2g__codaPaymentBatchLineItem__ChangeEvent","standard"
"c2g__codaPaymentHistory__c","custom"
"c2g__codaPaymentHistory__ChangeEvent","standard"
"c2g__codaPaymentLineItem__c","custom"
"c2g__codaPaymentLineItem__ChangeEvent","standard"
"c2g__codaPaymentMediaControl__c","custom"
"c2g__codaPaymentMediaControl__ChangeEvent","standard"
"c2g__codaPaymentMediaControl__Share","standard"
"c2g__codaPaymentMediaDetail__c","custom"
"c2g__codaPaymentMediaDetail__ChangeEvent","standard"
"c2g__codaPaymentMediaSummary__c","custom"
"c2g__codaPaymentMediaSummary__ChangeEvent","standard"
"c2g__codaPaymentMediaSummary__Share","standard"
"c2g__codaPaymentSettings__c","custom"
"c2g__codaPaymentSettings__ChangeEvent","standard"
"c2g__codaPaymentTemplate__c","custom"
"c2g__codaPaymentTemplate__ChangeEvent","standard"
"c2g__codaPaymentTemplate__History","standard"
"c2g__codaPaymentTemplate__Share","standard"
"c2g__codaPaymentTemplateLineItem__c","custom"
"c2g__codaPaymentTemplateLineItem__ChangeEvent","standard"
"c2g__codaPeriod__c","custom"
"c2g__codaPeriod__ChangeEvent","standard"
"c2g__codaPeriod__History","standard"
"c2g__codaPrintFormat__c","custom"
"c2g__codaPrintFormat__ChangeEvent","standard"
"c2g__codaPrintFormat__Share","standard"
"c2g__codaProductInUse__c","custom"
"c2g__codaProductInUse__ChangeEvent","standard"
"c2g__codaProductInUse__Share","standard"
"c2g__codaPurchaseCreditNote__c","custom"
"c2g__codaPurchaseCreditNote__ChangeEvent","standard"
"c2g__codaPurchaseCreditNote__History","standard"
"c2g__codaPurchaseCreditNote__Share","standard"
"c2g__codaPurchaseCreditNoteExpLineItem__c","custom"
"c2g__codaPurchaseCreditNoteExpLineItem__ChangeEvent","standard"
"c2g__codaPurchaseCreditNoteExpLineItem__History","standard"
"c2g__codaPurchaseCreditNoteLineItem__c","custom"
"c2g__codaPurchaseCreditNoteLineItem__ChangeEvent","standard"
"c2g__codaPurchaseCreditNoteLineItem__History","standard"
"c2g__codaPurchaseInvoice__c","custom"
"c2g__codaPurchaseInvoice__ChangeEvent","standard"
"c2g__codaPurchaseInvoice__History","standard"
"c2g__codaPurchaseInvoice__Share","standard"
"c2g__codaPurchaseInvoiceExpenseLineItem__c","custom"
"c2g__codaPurchaseInvoiceExpenseLineItem__ChangeEvent","standard"
"c2g__codaPurchaseInvoiceExpenseLineItem__History","standard"
"c2g__codaPurchaseInvoiceLineItem__c","custom"
"c2g__codaPurchaseInvoiceLineItem__ChangeEvent","standard"
"c2g__codaRecordLock__c","custom"
"c2g__codaRecordLock__ChangeEvent","standard"
"c2g__codaRecordLockGroup__c","custom"
"c2g__codaRecordLockGroup__ChangeEvent","standard"
"c2g__codaRecordLockGroup__Share","standard"
"c2g__codaScheduleLineItem__c","custom"
"c2g__codaScheduleLineItem__ChangeEvent","standard"
"c2g__codaSection__c","custom"
"c2g__codaSection__ChangeEvent","standard"
"c2g__codaSection__Share","standard"
"c2g__codaSelection__c","custom"
"c2g__codaSelection__ChangeEvent","standard"
"c2g__codaSelection__Share","standard"
"c2g__codaSelectionCriterion__c","custom"
"c2g__codaSelectionCriterion__ChangeEvent","standard"
"c2g__codaSingleMapping__c","custom"
"c2g__codaSingleMapping__ChangeEvent","standard"
"c2g__codaSortOrder__c","custom"
"c2g__codaSortOrder__ChangeEvent","standard"
"c2g__codaTableProperty__c","custom"
"c2g__codaTableProperty__ChangeEvent","standard"
"c2g__codaTableProperty__Share","standard"
"c2g__codaTaxCode__c","custom"
"c2g__codaTaxCode__ChangeEvent","standard"
"c2g__codaTaxCode__History","standard"
"c2g__codaTaxCode__Share","standard"
"c2g__codaTaxRate__c","custom"
"c2g__codaTaxRate__ChangeEvent","standard"
"c2g__codaTaxRate__History","standard"
"c2g__codaTextDefinition__c","custom"
"c2g__codaTextDefinition__ChangeEvent","standard"
"c2g__codaTextDefinition__Share","standard"
"c2g__codaTransaction__c","custom"
"c2g__codaTransaction__ChangeEvent","standard"
"c2g__codaTransaction__History","standard"
"c2g__codaTransaction__Share","standard"
"c2g__codaTransactionLineItem__c","custom"
"c2g__codaTransactionLineItem__ChangeEvent","standard"
"c2g__codaTransactionLineItem__History","standard"
"c2g__codaUserCompany__c","custom"
"c2g__codaUserCompany__ChangeEvent","standard"
"c2g__codaUserCompany__History","standard"
"c2g__codaUserCompany__Share","standard"
"c2g__codaVoidPaymentCriteria__c","custom"
"c2g__codaVoidPaymentCriteria__ChangeEvent","standard"
"c2g__codaYear__c","custom"
"c2g__codaYear__ChangeEvent","standard"
"c2g__codaYear__History","standard"
"c2g__codaYear__Share","standard"
"c2g__codaYearEndLog__c","custom"
"c2g__codaYearEndLog__ChangeEvent","standard"
"c2g__CollectionsPlusSettings__c","custom"
"c2g__CollectionsPlusSettings__ChangeEvent","standard"
"c2g__CollectionsSpace__c","custom"
"c2g__CollectionsSpace__ChangeEvent","standard"
"c2g__CollectionsSpace__History","standard"
"c2g__CollectionsSpace__Share","standard"
"c2g__CollectionsStatementSpace__c","custom"
"c2g__CollectionsStatementSpace__ChangeEvent","standard"
"c2g__CollectionsStatementSpace__Share","standard"
"c2g__CombinationRule__c","custom"
"c2g__CombinationRule__ChangeEvent","standard"
"c2g__CombinationRule__Share","standard"
"c2g__CombinationRuleLineItem__c","custom"
"c2g__CombinationRuleLineItem__ChangeEvent","standard"
"c2g__CombinationRulesErrorLog__c","custom"
"c2g__CombinationRulesErrorLog__ChangeEvent","standard"
"c2g__CombinationRuleSettingLineItem__c","custom"
"c2g__CombinationRuleSettingLineItem__ChangeEvent","standard"
"c2g__CombinationRuleSettings__c","custom"
"c2g__CombinationRuleSettings__ChangeEvent","standard"
"c2g__CombinationRuleSettings__History","standard"
"c2g__CombinationRuleSettings__Share","standard"
"c2g__CommonName__c","custom"
"c2g__CommonName__ChangeEvent","standard"
"c2g__CommonName__History","standard"
"c2g__CommonName__Share","standard"
"c2g__CommunitySettings__c","custom"
"c2g__CommunitySettings__ChangeEvent","standard"
"c2g__CompanyOwnership__c","custom"
"c2g__CompanyOwnership__ChangeEvent","standard"
"c2g__CompanyOwnership__History","standard"
"c2g__ConsolidationHierarchy__c","custom"
"c2g__ConsolidationHierarchy__ChangeEvent","standard"
"c2g__ConsolidationHierarchy__Share","standard"
"c2g__ConsolidationHierarchyLine__c","custom"
"c2g__ConsolidationHierarchyLine__ChangeEvent","standard"
"c2g__ConsolidationSettings__c","custom"
"c2g__ConsolidationSettings__ChangeEvent","standard"
"c2g__CurrencyConversionSettings__c","custom"
"c2g__CurrencyConversionSettings__ChangeEvent","standard"
"c2g__CurrencyRevaluationCriteria__c","custom"
"c2g__CurrencyRevaluationCriteria__ChangeEvent","standard"
"c2g__CurrencyRevaluationCriteria__History","standard"
"c2g__CurrencyRevaluationCriteria__Share","standard"
"c2g__CurrencyRevaluationCriteriaLineItem__c","custom"
"c2g__CurrencyRevaluationCriteriaLineItem__ChangeEvent","standard"
"c2g__CurrencyRevaluationHistory__c","custom"
"c2g__CurrencyRevaluationHistory__ChangeEvent","standard"
"c2g__CurrencyRevaluationHistory__History","standard"
"c2g__CurrencyRevaluationHistory__Share","standard"
"c2g__CurrencyRevaluationHistoryLineItem__c","custom"
"c2g__CurrencyRevaluationHistoryLineItem__ChangeEvent","standard"
"c2g__CurrencyRevaluationTemplate__c","custom"
"c2g__CurrencyRevaluationTemplate__ChangeEvent","standard"
"c2g__CurrencyRevaluationTemplate__History","standard"
"c2g__CurrencyRevaluationTemplate__Share","standard"
"c2g__CurrencyRevaluationTemplateLineItem__c","custom"
"c2g__CurrencyRevaluationTemplateLineItem__ChangeEvent","standard"
"c2g__CustomFormAssignment__c","custom"
"c2g__CustomFormAssignment__ChangeEvent","standard"
"c2g__CustomFormAssignment__Share","standard"
"c2g__CustomFormLayout__c","custom"
"c2g__CustomFormLayout__ChangeEvent","standard"
"c2g__CustomFormLayout__Share","standard"
"c2g__CustomFormLayoutField__c","custom"
"c2g__CustomFormLayoutField__ChangeEvent","standard"
"c2g__CustomFormLayoutRelatedList__c","custom"
"c2g__CustomFormLayoutRelatedList__ChangeEvent","standard"
"c2g__CustomFormLayoutRelatedList__Share","standard"
"c2g__CustomFormLayoutRelatedListField__c","custom"
"c2g__CustomFormLayoutRelatedListField__ChangeEvent","standard"
"c2g__CustomFormLayoutSection__c","custom"
"c2g__CustomFormLayoutSection__ChangeEvent","standard"
"c2g__CustomFormLayoutSection__Share","standard"
"c2g__DataView__c","custom"
"c2g__DataView__ChangeEvent","standard"
"c2g__DataView__History","standard"
"c2g__DataView__Share","standard"
"c2g__DataViewAction__c","custom"
"c2g__DataViewAction__ChangeEvent","standard"
"c2g__DataViewAction__History","standard"
"c2g__DataViewField__c","custom"
"c2g__DataViewField__ChangeEvent","standard"
"c2g__DataViewField__History","standard"
"c2g__DataViewJoin__c","custom"
"c2g__DataViewJoin__ChangeEvent","standard"
"c2g__DataViewJoin__History","standard"
"c2g__DataViewJoinFilter__c","custom"
"c2g__DataViewJoinFilter__ChangeEvent","standard"
"c2g__DataViewJoinFilter__History","standard"
"c2g__DataViewTransposeItem__c","custom"
"c2g__DataViewTransposeItem__ChangeEvent","standard"
"c2g__DataViewTransposeItem__History","standard"
"c2g__EliminationSelectedCompany__c","custom"
"c2g__EliminationSelectedCompany__ChangeEvent","standard"
"c2g__ERPAccountingMessagingSettings__c","custom"
"c2g__ERPAccountingMessagingSettings__ChangeEvent","standard"
"c2g__ffhyb_HybridConfiguration__mdt","custom"
"c2g__ffhyb_HybridProcess__c","custom"
"c2g__ffhyb_HybridProcess__ChangeEvent","standard"
"c2g__ffhyb_HybridProcess__Share","standard"
"c2g__fflib_BatchProcess__c","custom"
"c2g__fflib_BatchProcess__ChangeEvent","standard"
"c2g__fflib_BatchProcess__Share","standard"
"c2g__fflib_BatchProcessDetail__c","custom"
"c2g__fflib_BatchProcessDetail__ChangeEvent","standard"
"c2g__fflib_SchedulerConfiguration__c","custom"
"c2g__fflib_SchedulerConfiguration__ChangeEvent","standard"
"c2g__fflib_SchedulerConfiguration__Share","standard"
"c2g__fflib_XXXBatchTestOpportunity2__c","custom"
"c2g__fflib_XXXBatchTestOpportunity2__ChangeEvent","standard"
"c2g__fflib_XXXBatchTestOpportunity2__Feed","standard"
"c2g__fflib_XXXBatchTestOpportunity2__Share","standard"
"c2g__ffsda_SupportDataAccessKey__c","custom"
"c2g__ffsda_SupportDataAccessKey__ChangeEvent","standard"
"c2g__Filter__c","custom"
"c2g__Filter__ChangeEvent","standard"
"c2g__Filter__Share","standard"
"c2g__FilterElement__c","custom"
"c2g__FilterElement__ChangeEvent","standard"
"c2g__FilterElement__History","standard"
"c2g__FixedAllocationRuleLine__c","custom"
"c2g__FixedAllocationRuleLine__ChangeEvent","standard"
"c2g__GroupStructureSettings__c","custom"
"c2g__GroupStructureSettings__ChangeEvent","standard"
"c2g__GroupStructureSettings__Share","standard"
"c2g__InquiryTemplate__c","custom"
"c2g__InquiryTemplate__ChangeEvent","standard"
"c2g__InquiryTemplate__History","standard"
"c2g__InquiryTemplate__Share","standard"
"c2g__InquiryTemplateColumn__c","custom"
"c2g__InquiryTemplateColumn__ChangeEvent","standard"
"c2g__InquiryTemplateColumn__History","standard"
"c2g__InquiryTemplateColumnFilter__c","custom"
"c2g__InquiryTemplateColumnFilter__ChangeEvent","standard"
"c2g__InquiryTemplateColumnFilter__History","standard"
"c2g__InquiryTemplateColumnFormula__c","custom"
"c2g__InquiryTemplateColumnFormula__ChangeEvent","standard"
"c2g__InquiryTemplateColumnFormula__History","standard"
"c2g__InquiryTemplateCommonName__c","custom"
"c2g__InquiryTemplateCommonName__ChangeEvent","standard"
"c2g__InquiryTemplateCommonName__History","standard"
"c2g__InquiryTemplateExcludedAction__c","custom"
"c2g__InquiryTemplateExcludedAction__ChangeEvent","standard"
"c2g__InquiryTemplateFilter__c","custom"
"c2g__InquiryTemplateFilter__ChangeEvent","standard"
"c2g__InquiryTemplateFilter__History","standard"
"c2g__InquiryTemplateRCP__c","custom"
"c2g__InquiryTemplateRCP__ChangeEvent","standard"
"c2g__InquiryTemplateRCP__History","standard"
"c2g__InquiryTemplateSignFilter__c","custom"
"c2g__InquiryTemplateSignFilter__ChangeEvent","standard"
"c2g__InquiryTemplateSignFilter__History","standard"
"c2g__InquiryTemplateSortItem__c","custom"
"c2g__InquiryTemplateSortItem__ChangeEvent","standard"
"c2g__InquiryTemplateSortItem__History","standard"
"c2g__InquiryTemplateTransposeDrill__c","custom"
"c2g__InquiryTemplateTransposeDrill__ChangeEvent","standard"
"c2g__InquiryTemplateTransposeDrill__History","standard"
"c2g__IntegrationRulesSettings__c","custom"
"c2g__IntegrationRulesSettings__ChangeEvent","standard"
"c2g__intercompanySettings__c","custom"
"c2g__intercompanySettings__ChangeEvent","standard"
"c2g__IntercompanyTaxCodeMapping__c","custom"
"c2g__IntercompanyTaxCodeMapping__ChangeEvent","standard"
"c2g__IntercompanyTaxCodeMapping__Share","standard"
"c2g__InvoiceConsolidationGroupingFields__c","custom"
"c2g__InvoiceConsolidationGroupingFields__ChangeEvent","standard"
"c2g__InvoiceConsolidationGroupingFields__Share","standard"
"c2g__InvoiceConsolidationGroupingMethod__c","custom"
"c2g__InvoiceConsolidationGroupingMethod__ChangeEvent","standard"
"c2g__InvoiceConsolidationGroupingMethod__Share","standard"
"c2g__InvoiceConsolidationRule__c","custom"
"c2g__InvoiceConsolidationRule__ChangeEvent","standard"
"c2g__InvoiceConsolidationRule__Share","standard"
"c2g__InvoiceFilterCriteria__c","custom"
"c2g__InvoiceFilterCriteria__ChangeEvent","standard"
"c2g__InvoiceGroupingFields__c","custom"
"c2g__InvoiceGroupingFields__ChangeEvent","standard"
"c2g__InvoiceRecordFilter__c","custom"
"c2g__InvoiceRecordFilter__ChangeEvent","standard"
"c2g__InvoiceRecordFilter__Share","standard"
"c2g__InvoiceRecordFilterCriteria__c","custom"
"c2g__InvoiceRecordFilterCriteria__ChangeEvent","standard"
"c2g__InvoiceRecordFilterCriteria__Share","standard"
"c2g__massActionsSettings__c","custom"
"c2g__massActionsSettings__ChangeEvent","standard"
"c2g__MassDeleteBatchLog__c","custom"
"c2g__MassDeleteBatchLog__ChangeEvent","standard"
"c2g__MassDeleteControlRecord__c","custom"
"c2g__MassDeleteControlRecord__ChangeEvent","standard"
"c2g__MassDeleteControlRecord__Share","standard"
"c2g__MultiAccountContact__c","custom"
"c2g__MultiAccountContact__ChangeEvent","standard"
"c2g__MultiAccountContact__Share","standard"
"c2g__MultiAccountCreditTerms__c","custom"
"c2g__MultiAccountCreditTerms__ChangeEvent","standard"
"c2g__MultiAccountCreditTerms__Share","standard"
"c2g__MultipleCompaniesAccountConfig__c","custom"
"c2g__MultipleCompaniesAccountConfig__ChangeEvent","standard"
"c2g__MultipleCompaniesAccountConfig__Share","standard"
"c2g__MultipleCompaniesProductConfig__c","custom"
"c2g__MultipleCompaniesProductConfig__ChangeEvent","standard"
"c2g__MultipleCompaniesProductConfig__Share","standard"
"c2g__ObjectToObjectMap__c","custom"
"c2g__ObjectToObjectMap__ChangeEvent","standard"
"c2g__ObjectToObjectMap__Share","standard"
"c2g__ObjectToObjectMapFieldLink__c","custom"
"c2g__ObjectToObjectMapFieldLink__ChangeEvent","standard"
"c2g__OnlineInquiriesPersonalSetting__c","custom"
"c2g__OnlineInquiriesPersonalSetting__ChangeEvent","standard"
"c2g__PaletteSection__c","custom"
"c2g__PaletteSection__ChangeEvent","standard"
"c2g__PaletteSection__History","standard"
"c2g__PaletteSection__Share","standard"
"c2g__PaymentDetailsTemplate__c","custom"
"c2g__PaymentDetailsTemplate__ChangeEvent","standard"
"c2g__PaymentDetailsTemplate__Share","standard"
"c2g__paymentDetailsTemplateFilter__c","custom"
"c2g__paymentDetailsTemplateFilter__ChangeEvent","standard"
"c2g__paymentDetailsTemplateFilter__History","standard"
"c2g__PaymentsPlusErrorLog__c","custom"
"c2g__PaymentsPlusErrorLog__ChangeEvent","standard"
"c2g__PaymentsPlusSettingsPublic__c","custom"
"c2g__PaymentsPlusSettingsPublic__ChangeEvent","standard"
"c2g__PeriodCloseSchedule__c","custom"
"c2g__PeriodCloseSchedule__ChangeEvent","standard"
"c2g__PeriodCloseTemplate__c","custom"
"c2g__PeriodCloseTemplate__ChangeEvent","standard"
"c2g__PeriodCloseTemplate__Share","standard"
"c2g__PeriodCloseTemplateLineItem__c","custom"
"c2g__PeriodCloseTemplateLineItem__ChangeEvent","standard"
"c2g__PeriodCloseTemplateSettings__c","custom"
"c2g__PeriodCloseTemplateSettings__ChangeEvent","standard"
"c2g__PermissionSettings__c","custom"
"c2g__PermissionSettings__ChangeEvent","standard"
"c2g__Playbook__c","custom"
"c2g__Playbook__ChangeEvent","standard"
"c2g__Playbook__History","standard"
"c2g__Playbook__Share","standard"
"c2g__PlaybookSettings__c","custom"
"c2g__PlaybookSettings__ChangeEvent","standard"
"c2g__PlaybookTask__c","custom"
"c2g__PlaybookTask__ChangeEvent","standard"
"c2g__PlaybookTask__History","standard"
"c2g__PlaybookTaskApprover__c","custom"
"c2g__PlaybookTaskApprover__ChangeEvent","standard"
"c2g__PlaybookTaskTemplate__c","custom"
"c2g__PlaybookTaskTemplate__ChangeEvent","standard"
"c2g__PlaybookTaskTemplate__History","standard"
"c2g__PlaybookTaskTemplateApprover__c","custom"
"c2g__PlaybookTaskTemplateApprover__ChangeEvent","standard"
"c2g__PlaybookTemplate__c","custom"
"c2g__PlaybookTemplate__ChangeEvent","standard"
"c2g__PlaybookTemplate__History","standard"
"c2g__PlaybookTemplate__Share","standard"
"c2g__PostInstallUpgradeSettings__c","custom"
"c2g__PostInstallUpgradeSettings__ChangeEvent","standard"
"c2g__PrepaidExpensesBatch__c","custom"
"c2g__PrepaidExpensesBatch__ChangeEvent","standard"
"c2g__PrepaidExpensesBatch__Share","standard"
"c2g__PrepaidExpensesLog__c","custom"
"c2g__PrepaidExpensesLog__ChangeEvent","standard"
"c2g__PrepaidExpensesScheduleDefinition__c","custom"
"c2g__PrepaidExpensesScheduleDefinition__ChangeEvent","standard"
"c2g__PrepaidExpensesScheduleDefinition__Share","standard"
"c2g__ProcessRunInfo__c","custom"
"c2g__ProcessRunInfo__ChangeEvent","standard"
"c2g__ProcessRunInfo__Share","standard"
"c2g__RCPPeer__c","custom"
"c2g__RCPPeer__ChangeEvent","standard"
"c2g__ReconciliationSettings__c","custom"
"c2g__ReconciliationSettings__ChangeEvent","standard"
"c2g__RelatedContentPane__c","custom"
"c2g__RelatedContentPane__ChangeEvent","standard"
"c2g__RelatedContentPane__History","standard"
"c2g__RelatedContentPane__Share","standard"
"c2g__RelatedContentPaneComponent__c","custom"
"c2g__RelatedContentPaneComponent__ChangeEvent","standard"
"c2g__RelatedContentPaneComponent__History","standard"
"c2g__RelatedContentPaneTab__c","custom"
"c2g__RelatedContentPaneTab__ChangeEvent","standard"
"c2g__RelatedContentPaneTab__History","standard"
"c2g__Reminder__c","custom"
"c2g__Reminder__ChangeEvent","standard"
"c2g__Reminder__History","standard"
"c2g__ReminderDetailedContactLog__c","custom"
"c2g__ReminderDetailedContactLog__ChangeEvent","standard"
"c2g__ReminderDetailedContactLog__History","standard"
"c2g__ReminderLog__c","custom"
"c2g__ReminderLog__ChangeEvent","standard"
"c2g__ReminderLog__History","standard"
"c2g__ReminderRule__c","custom"
"c2g__ReminderRule__ChangeEvent","standard"
"c2g__ReminderRule__History","standard"
"c2g__ReminderRule__Share","standard"
"c2g__ReminderRulesCompany__c","custom"
"c2g__ReminderRulesCompany__ChangeEvent","standard"
"c2g__ReportingBalance__c","custom"
"c2g__ReportingBalance__ChangeEvent","standard"
"c2g__ReportingBalance__Share","standard"
"c2g__ReportingPeriodUpdateSettings__c","custom"
"c2g__ReportingPeriodUpdateSettings__ChangeEvent","standard"
"c2g__SalesInvoiceConsolidationSettings__c","custom"
"c2g__SalesInvoiceConsolidationSettings__ChangeEvent","standard"
"c2g__Statement__c","custom"
"c2g__Statement__ChangeEvent","standard"
"c2g__StatementContactLog__c","custom"
"c2g__StatementContactLog__ChangeEvent","standard"
"c2g__StatementContactLog__History","standard"
"c2g__StatementLog__c","custom"
"c2g__StatementLog__ChangeEvent","standard"
"c2g__StatementLog__History","standard"
"c2g__StatementRule__c","custom"
"c2g__StatementRule__ChangeEvent","standard"
"c2g__StatementRule__Share","standard"
"c2g__StatementRuleCompany__c","custom"
"c2g__StatementRuleCompany__ChangeEvent","standard"
"c2g__StatisticalBasis__c","custom"
"c2g__StatisticalBasis__ChangeEvent","standard"
"c2g__StatisticalBasis__History","standard"
"c2g__StatisticalBasis__Share","standard"
"c2g__StatisticalBasisFilter__c","custom"
"c2g__StatisticalBasisFilter__ChangeEvent","standard"
"c2g__StatisticalBasisFilter__Share","standard"
"c2g__StatisticalBasisLineItem__c","custom"
"c2g__StatisticalBasisLineItem__ChangeEvent","standard"
"c2g__StatisticalBasisLineItem__History","standard"
"c2g__StatisticalBasisLineItemVersion__c","custom"
"c2g__StatisticalBasisLineItemVersion__ChangeEvent","standard"
"c2g__StatisticalBasisVersion__c","custom"
"c2g__StatisticalBasisVersion__ChangeEvent","standard"
"c2g__SummarizationLog__c","custom"
"c2g__SummarizationLog__ChangeEvent","standard"
"c2g__SummarizationRunInformation__c","custom"
"c2g__SummarizationRunInformation__ChangeEvent","standard"
"c2g__SummarizationTemplate__c","custom"
"c2g__SummarizationTemplate__ChangeEvent","standard"
"c2g__SummarizationTemplate__Share","standard"
"c2g__SummarizationTemplateFieldProcess__c","custom"
"c2g__SummarizationTemplateFieldProcess__ChangeEvent","standard"
"c2g__SupportDataAccessKey__c","custom"
"c2g__SupportDataAccessKey__ChangeEvent","standard"
"c2g__TaxDetailPayableCreditNote__c","custom"
"c2g__TaxDetailPayableCreditNote__ChangeEvent","standard"
"c2g__TaxDetailPayableCreditNoteExpense__c","custom"
"c2g__TaxDetailPayableCreditNoteExpense__ChangeEvent","standard"
"c2g__TaxDetailPayableInvoice__c","custom"
"c2g__TaxDetailPayableInvoice__ChangeEvent","standard"
"c2g__TaxDetailPayableInvoiceExpense__c","custom"
"c2g__TaxDetailPayableInvoiceExpense__ChangeEvent","standard"
"c2g__TaxDetailSalesCreditNote__c","custom"
"c2g__TaxDetailSalesCreditNote__ChangeEvent","standard"
"c2g__TaxDetailSalesInvoice__c","custom"
"c2g__TaxDetailSalesInvoice__ChangeEvent","standard"
"c2g__TransactionLog__c","custom"
"c2g__TransactionLog__ChangeEvent","standard"
"c2g__TransactionReconciliation__c","custom"
"c2g__TransactionReconciliation__ChangeEvent","standard"
"c2g__TransactionReconciliation__Share","standard"
"c2g__TransactionReconciliationFilter__c","custom"
"c2g__TransactionReconciliationFilter__ChangeEvent","standard"
"c2g__TransactionReconciliationFilterStructure__c","custom"
"c2g__TransactionReconciliationFilterStructure__ChangeEvent","standard"
"c2g__TransactionReconciliationHistory__c","custom"
"c2g__TransactionReconciliationHistory__ChangeEvent","standard"
"c2g__TransactionReconciliationHistory__Share","standard"
"c2g__TransactionReconciliationLineItem__c","custom"
"c2g__TransactionReconciliationLineItem__ChangeEvent","standard"
"c2g__TransactionReconciliationLog__c","custom"
"c2g__TransactionReconciliationLog__ChangeEvent","standard"
"c2g__Worker__c","custom"
"c2g__Worker__ChangeEvent","standard"
"c2g__Worker__Share","standard"
"c2g__WorkerItem__c","custom"
"c2g__WorkerItem__ChangeEvent","standard"
"c2g__WorkerItem__Share","standard"
"c2g__WorkerLog__c","custom"
"c2g__WorkerLog__ChangeEvent","standard"
"c2g__WorkerLogGroup__c","custom"
"c2g__WorkerLogGroup__ChangeEvent","standard"
"c2g__WriteOffSettings__c","custom"
"c2g__WriteOffSettings__ChangeEvent","standard"
"c2g__XMLSettings__c","custom"
"c2g__XMLSettings__ChangeEvent","standard"
"c2g__YearEndValidationsSettings__c","custom"
"c2g__YearEndValidationsSettings__ChangeEvent","standard"
"CalcInsightStatusEvent","standard"
"CalculatedInsightRangeBound","standard"
"CalculatedInsightRangeBoundShare","standard"
"Calendar","standard"
"CalendarView","standard"
"CalendarViewChangeEvent","standard"
"CalendarViewShare","standard"
"CallCenter","standard"
"CallCoachConfigModifyEvent","standard"
"CallCoachingMediaProvider","standard"
"CallCoachKeywordEvent","standard"
"Campaign","standard"
"CampaignChangeEvent","standard"
"CampaignFeed","standard"
"CampaignHistory","standard"
"CampaignInfluenceModel","standard"
"CampaignMember","standard"
"CampaignMemberChangeEvent","standard"
"CampaignMemberStatus","standard"
"CampaignMemberStatusChangeEvent","standard"
"CampaignShare","standard"
"CardPaymentMethod","standard"
"Case","standard"
"CaseChangeEvent","standard"
"CaseComment","standard"
"CaseContactRole","standard"
"CaseFeed","standard"
"CaseHistory","standard"
"CaseHistory2","standard"
"CaseHistory2ChangeEvent","standard"
"CaseShare","standard"
"CaseSolution","standard"
"CaseStatus","standard"
"CaseSubjectParticle","standard"
"CaseTeamMember","standard"
"CaseTeamRole","standard"
"CaseTeamTemplate","standard"
"CaseTeamTemplateMember","standard"
"CaseTeamTemplateRecord","standard"
"CategoryData","standard"
"CategoryNode","standard"
"CategoryNodeLocalization","standard"
"Chatter_Delete_Settings__c","custom"
"Chatter_Delete_Settings__ChangeEvent","standard"
"ChatterActivity","standard"
"ChatterExtension","standard"
"ChatterExtensionConfig","standard"
"ChatterExtensionLocalization","standard"
"Checklist__c","custom"
"Checklist__ChangeEvent","standard"
"Checklist__History","standard"
"Checklist_Template__c","custom"
"Checklist_Template__ChangeEvent","standard"
"Checklist_Template__History","standard"
"Checklist_Template__Share","standard"
"ClientBrowser","standard"
"CodeBuilder__Alert__e","custom"
"CodeBuilder__ApiVersion__e","custom"
"CodeBuilder__SessionData__c","custom"
"CodeBuilder__SessionData__ChangeEvent","standard"
"CodeBuilder__SessionData__Share","standard"
"CodeBuilder__Workspace__c","custom"
"CodeBuilder__Workspace__ChangeEvent","standard"
"CodeBuilder__Workspace__Share","standard"
