"source_object","target_object","relationship_field_count","fields"
"SCMC__Supplier_Catalogue__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Catalogue_Item__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Catalogue_Item__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Supplier_Catalogue_Item__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Supplier_Catalogue_Item__c","SCMC__Manufacturer__c","1","SCMC__Manufacturer__c"
"SCMC__Supplier_Catalogue_Item__c","SCMC__Product_Group__c","1","SCMC__Product_Group__c"
"SCMC__Supplier_Catalogue_Item__c","SCMC__Supplier_Catalogue__c","1","SCMC__Supplier_Catalogue__c"
"SCMC__Supplier_Catalogue_Item__c","User","2","CreatedById;LastModifiedById"
"SCMC__Supplier_Catalogue_Item__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Catalogue_Price_Break__c","Group","1","OwnerId"
"SCMC__Supplier_Catalogue_Price_Break__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Catalogue_Price_Break__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Supplier_Catalogue_Price_Break__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Supplier_Catalogue_Price_Break__c","SCMC__Supplier_Catalogue_Item__c","1","SCMC__Supplier_Catalogue_Item__c"
"SCMC__Supplier_Catalogue_Price_Break__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Supplier_Catalogue_Price_Break__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Certifications__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Certifications__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Certifications__c","User","2","CreatedById;LastModifiedById"
"SCMC__Supplier_Certifications__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Contact__c","Group","1","OwnerId"
"SCMC__Supplier_Contact__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Contact__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Contact__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Supplier_Contact__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Crew__c","Group","1","OwnerId"
"SCMC__Supplier_Crew__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Crew__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Crew__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Supplier_Crew__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Reference__c","Group","1","OwnerId"
"SCMC__Supplier_Reference__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Reference__c","RecordType","1","RecordTypeId"
"SCMC__Supplier_Reference__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Reference__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Supplier_Reference__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Safety__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Safety__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Safety__c","User","2","CreatedById;LastModifiedById"
"SCMC__Supplier_Safety__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Service__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Service__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Service__c","User","2","CreatedById;LastModifiedById"
"SCMC__Supplier_Service__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Site__c","Account","1","SCMC__Account__c"
"SCMC__Supplier_Site__c","c2g__codaGeneralLedgerAccount__c","2","SCMFFA__Accounts_Payable_Control_GLA__c;SCMFFA__Accounts_Receivable_Control_GLA__c"
"SCMC__Supplier_Site__c","Group","1","OwnerId"
"SCMC__Supplier_Site__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Site__c","SCMC__Currency_Master__c","1","SCMC__Currency__c"
"SCMC__Supplier_Site__c","SCMC__PO_Payment_Terms__c","1","SCMC__PO_Payment_Terms__c"
"SCMC__Supplier_Site__c","SCMC__Supplier_Site__c","1","SCMC__Parent_Organization__c"
"SCMC__Supplier_Site__c","User","4","CreatedById;LastModifiedById;OwnerId;SCMC__Buyer_User__c"
"SCMC__Supplier_Site__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Supplier_Special_Status__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Supplier_Special_Status__c","SCMC__Supplier_Site__c","1","SCMC__Supplier_Site__c"
"SCMC__Supplier_Special_Status__c","User","2","CreatedById;LastModifiedById"
"SCMC__Supplier_Special_Status__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Tax_Code__c","Group","1","OwnerId"
"SCMC__Tax_Code__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Tax_Code__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Tax_Code__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Tax_Split__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Tax_Split__c","SCMC__Tax_Code__c","1","SCMC__Tax_Code__c"
"SCMC__Tax_Split__c","User","2","CreatedById;LastModifiedById"
"SCMC__Tax_Split__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Transfer_Request__c","Group","1","OwnerId"
"SCMC__Transfer_Request__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Transfer_Request__c","RecordType","1","RecordTypeId"
"SCMC__Transfer_Request__c","SCMC__Customer_Address__c","2","SCMC__Override_Ship_To_Address__c;SCMC__Pickup_Address__c"
"SCMC__Transfer_Request__c","SCMC__Inventory_Location__c","2","SCMC__Destination_Location__c;SCMC__Source_Location__c"
"SCMC__Transfer_Request__c","SCMC__Ownership_Code__c","2","SCMC__Destination_Ownership__c;SCMC__Source_Ownership__c"
"SCMC__Transfer_Request__c","SCMC__Reason_Code__c","1","SCMC__Reason_Code__c"
"SCMC__Transfer_Request__c","SCMC__Warehouse__c","2","SCMC__Destination_Warehouse__c;SCMC__Source_Warehouse__c"
"SCMC__Transfer_Request__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Transfer_Request__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Transfer_Request_Line__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Transfer_Request_Line__c","SCMC__Condition_Code__c","1","SCMC__Condition_Code__c"
"SCMC__Transfer_Request_Line__c","SCMC__Inventory_Position__c","1","SCMC__Inventory_Position__c"
"SCMC__Transfer_Request_Line__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Transfer_Request_Line__c","SCMC__Manufacturer__c","1","SCMC__Manufacturer__c"
"SCMC__Transfer_Request_Line__c","SCMC__Ownership_Code__c","1","SCMC__Ownership_Code__c"
"SCMC__Transfer_Request_Line__c","SCMC__Transfer_Request__c","1","SCMC__Transfer_Request__c"
"SCMC__Transfer_Request_Line__c","User","2","CreatedById;LastModifiedById"
"SCMC__Transfer_Request_Line__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Truck_Load__c","Group","1","OwnerId"
"SCMC__Truck_Load__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Truck_Load__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Truck_Load__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Unit_of_Measure__c","Group","1","OwnerId"
"SCMC__Unit_of_Measure__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Unit_of_Measure__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Unit_of_Measure__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Up_Sell_Cross_Sell__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Up_Sell_Cross_Sell__c","SCMC__Condition_Code__c","1","SCMC__Condition__c"
"SCMC__Up_Sell_Cross_Sell__c","SCMC__Item__c","2","SCMC__Child_Item__c;SCMC__Main_Item__c"
"SCMC__Up_Sell_Cross_Sell__c","User","2","CreatedById;LastModifiedById"
"SCMC__Up_Sell_Cross_Sell__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Warehouse__c","c2g__codaCompany__c","1","FFX_FFACompany__c"
"SCMC__Warehouse__c","Group","1","OwnerId"
"SCMC__Warehouse__c","Location","1","Warehouse_Location__c"
"SCMC__Warehouse__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Warehouse__c","SCMC__Address__c","1","SCMC__Address__c"
"SCMC__Warehouse__c","SCMC__ICP__c","1","SCMC__ICP__c"
"SCMC__Warehouse__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Warehouse__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Warranty_Claim__c","Group","1","OwnerId"
"SCMC__Warranty_Claim__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Warranty_Claim__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Warranty_Claim__c","UserRecordAccess","1","UserRecordAccessId"
"SCMC__Warranty_Sell_Side__c","Group","1","OwnerId"
"SCMC__Warranty_Sell_Side__c","Record Visibility","1","RecordVisibilityId"
"SCMC__Warranty_Sell_Side__c","SCMC__Customer_Quotation_Line__c","1","SCMC__Customer_Quotation_Line__c"
"SCMC__Warranty_Sell_Side__c","SCMC__Item__c","1","SCMC__Item_Master__c"
"SCMC__Warranty_Sell_Side__c","SCMC__Sales_Order_Line_Item__c","1","SCMC__Sales_Order_Line_Item__c"
"SCMC__Warranty_Sell_Side__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMC__Warranty_Sell_Side__c","UserRecordAccess","1","UserRecordAccessId"
"SCMFFA__fflib_BatchProcess__c","Group","1","OwnerId"
"SCMFFA__fflib_BatchProcess__c","Record Visibility","1","RecordVisibilityId"
"SCMFFA__fflib_BatchProcess__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMFFA__fflib_BatchProcess__c","UserRecordAccess","1","UserRecordAccessId"
"SCMFFA__fflib_BatchProcessDetail__c","Record Visibility","1","RecordVisibilityId"
"SCMFFA__fflib_BatchProcessDetail__c","SCMFFA__fflib_BatchProcess__c","1","SCMFFA__BatchProcess__c"
"SCMFFA__fflib_BatchProcessDetail__c","User","2","CreatedById;LastModifiedById"
"SCMFFA__fflib_BatchProcessDetail__c","UserRecordAccess","1","UserRecordAccessId"
"SCMFFA__fflib_SchedulerConfiguration__c","Group","1","OwnerId"
"SCMFFA__fflib_SchedulerConfiguration__c","Record Visibility","1","RecordVisibilityId"
"SCMFFA__fflib_SchedulerConfiguration__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMFFA__fflib_SchedulerConfiguration__c","UserRecordAccess","1","UserRecordAccessId"
"SCMFFA__SCM_FFA_Connector_Settings__c","Organization","1","SetupOwnerId"
"SCMFFA__SCM_FFA_Connector_Settings__c","Profile","1","SetupOwnerId"
"SCMFFA__SCM_FFA_Connector_Settings__c","Record Visibility","1","RecordVisibilityId"
"SCMFFA__SCM_FFA_Connector_Settings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"SCMFFA__SCM_FFA_Connector_Settings__c","UserRecordAccess","1","UserRecordAccessId"
"SCMFFA__SCM_FFA_Plugins__c","Organization","1","SetupOwnerId"
"SCMFFA__SCM_FFA_Plugins__c","Profile","1","SetupOwnerId"
"SCMFFA__SCM_FFA_Plugins__c","Record Visibility","1","RecordVisibilityId"
"SCMFFA__SCM_FFA_Plugins__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"SCMFFA__SCM_FFA_Plugins__c","UserRecordAccess","1","UserRecordAccessId"
"SCMFFA__SCM_Product_Mapping__c","Group","1","OwnerId"
"SCMFFA__SCM_Product_Mapping__c","Product2","1","SCMFFA__Product__c"
"SCMFFA__SCM_Product_Mapping__c","Record Visibility","1","RecordVisibilityId"
"SCMFFA__SCM_Product_Mapping__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMFFA__SCM_Product_Mapping__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__Advanced_Quoting_Batch_Settings__c","Organization","1","SetupOwnerId"
"SCMQT__Advanced_Quoting_Batch_Settings__c","Profile","1","SetupOwnerId"
"SCMQT__Advanced_Quoting_Batch_Settings__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__Advanced_Quoting_Batch_Settings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"SCMQT__Advanced_Quoting_Batch_Settings__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__Advanced_Quoting_Settings__c","Organization","1","SetupOwnerId"
"SCMQT__Advanced_Quoting_Settings__c","Profile","1","SetupOwnerId"
"SCMQT__Advanced_Quoting_Settings__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__Advanced_Quoting_Settings__c","User","3","CreatedById;LastModifiedById;SetupOwnerId"
"SCMQT__Advanced_Quoting_Settings__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__Change_Request_Batch_Control_Log__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__Change_Request_Batch_Control_Log__c","SCMC__Change_Request__c","1","SCMQT__Change_Request__c"
"SCMQT__Change_Request_Batch_Control_Log__c","User","2","CreatedById;LastModifiedById"
"SCMQT__Change_Request_Batch_Control_Log__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","SCMC__Customer_Quotation__c","1","SCMQT__Customer_Quotation__c"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","User","2","CreatedById;LastModifiedById"
"SCMQT__Customer_Quotation_Batch_Control_Log__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__fflib_BatchProcess__c","Group","1","OwnerId"
"SCMQT__fflib_BatchProcess__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__fflib_BatchProcess__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMQT__fflib_BatchProcess__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__fflib_BatchProcessDetail__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__fflib_BatchProcessDetail__c","SCMQT__fflib_BatchProcess__c","1","SCMQT__BatchProcess__c"
"SCMQT__fflib_BatchProcessDetail__c","User","2","CreatedById;LastModifiedById"
"SCMQT__fflib_BatchProcessDetail__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__fflib_SchedulerConfiguration__c","Group","1","OwnerId"
"SCMQT__fflib_SchedulerConfiguration__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__fflib_SchedulerConfiguration__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMQT__fflib_SchedulerConfiguration__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","Account","1","SCMQT__Account__c"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","Group","1","OwnerId"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","SCMQT__fflib_BatchProcess__c","1","SCMQT__BatchProcess__c"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","User","3","CreatedById;LastModifiedById;OwnerId"
"SCMQT__fflib_XXXBatchTestOpportunity2__c","UserRecordAccess","1","UserRecordAccessId"
"SCMQT__User_Field_Set_Preference__c","Group","1","OwnerId"
"SCMQT__User_Field_Set_Preference__c","Record Visibility","1","RecordVisibilityId"
"SCMQT__User_Field_Set_Preference__c","User","4","CreatedById;LastModifiedById;OwnerId;SCMQT__User__c"
"SCMQT__User_Field_Set_Preference__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Async_Operation_Result__c","Group","1","OwnerId"
"sf_devops__Async_Operation_Result__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Async_Operation_Result__c","User","3","CreatedById;LastModifiedById;OwnerId"
"sf_devops__Async_Operation_Result__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Back_Sync__c","Group","1","OwnerId"
"sf_devops__Back_Sync__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Back_Sync__c","sf_devops__Async_Operation_Result__c","1","sf_devops__Operation_Result__c"
"sf_devops__Back_Sync__c","sf_devops__Deployment_Result__c","1","sf_devops__Deployment_Result__c"
"sf_devops__Back_Sync__c","sf_devops__Environment__c","1","sf_devops__Destination_Environment__c"
"sf_devops__Back_Sync__c","sf_devops__Pipeline_Stage__c","1","sf_devops__Source_Pipeline_Stage__c"
"sf_devops__Back_Sync__c","User","3","CreatedById;LastModifiedById;OwnerId"
"sf_devops__Back_Sync__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Branch__c","Group","1","OwnerId"
"sf_devops__Branch__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Branch__c","sf_devops__Repository__c","1","sf_devops__Repository__c"
"sf_devops__Branch__c","User","3","CreatedById;LastModifiedById;OwnerId"
"sf_devops__Branch__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Change_Bundle__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Change_Bundle__c","sf_devops__Project__c","1","sf_devops__Project__c"
"sf_devops__Change_Bundle__c","User","2","CreatedById;LastModifiedById"
"sf_devops__Change_Bundle__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Change_Bundle_Install__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Change_Bundle_Install__c","sf_devops__Async_Operation_Result__c","1","sf_devops__Status__c"
"sf_devops__Change_Bundle_Install__c","sf_devops__Change_Bundle__c","1","sf_devops__Change_Bundle__c"
"sf_devops__Change_Bundle_Install__c","sf_devops__Deployment_Result__c","1","sf_devops__Deployment_Result__c"
"sf_devops__Change_Bundle_Install__c","sf_devops__Environment__c","1","sf_devops__Environment__c"
"sf_devops__Change_Bundle_Install__c","sf_devops__Merge_Result__c","1","sf_devops__Merge_Result__c"
"sf_devops__Change_Bundle_Install__c","User","2","CreatedById;LastModifiedById"
"sf_devops__Change_Bundle_Install__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Change_Submission__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Change_Submission__c","sf_devops__Async_Operation_Result__c","2","sf_devops__Creation_Result__c;sf_devops__Inspection_Result__c"
"sf_devops__Change_Submission__c","sf_devops__Repository__c","1","sf_devops__Repository__c"
"sf_devops__Change_Submission__c","sf_devops__Work_Item__c","1","sf_devops__Work_Item__c"
"sf_devops__Change_Submission__c","User","3","CreatedById;LastModifiedById;sf_devops__Submitted_By__c"
"sf_devops__Change_Submission__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Deploy_Component__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Deploy_Component__c","sf_devops__Deployment_Result__c","1","sf_devops__Deployment_Result__c"
"sf_devops__Deploy_Component__c","User","2","CreatedById;LastModifiedById"
"sf_devops__Deploy_Component__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Deployment__e","User","1","CreatedById"
"sf_devops__Deployment_Result__c","Group","1","OwnerId"
"sf_devops__Deployment_Result__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Deployment_Result__c","sf_devops__Async_Operation_Result__c","2","sf_devops__Check_Deploy_Status__c;sf_devops__Status__c"
"sf_devops__Deployment_Result__c","User","3","CreatedById;LastModifiedById;OwnerId"
"sf_devops__Deployment_Result__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Environment__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Environment__c","sf_devops__Async_Operation_Result__c","1","sf_devops__Operation_Result__c"
"sf_devops__Environment__c","sf_devops__Environment__c","2","sf_devops__Refresh_Source__c;sf_devops__Replaces__c"
"sf_devops__Environment__c","sf_devops__Project__c","1","sf_devops__Project__c"
"sf_devops__Environment__c","User","2","CreatedById;LastModifiedById"
"sf_devops__Environment__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Hidden_Remote_Change__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Hidden_Remote_Change__c","sf_devops__Remote_Change__c","1","sf_devops__Remote_Change__c"
"sf_devops__Hidden_Remote_Change__c","sf_devops__Work_Item__c","1","sf_devops__Work_Item__c"
"sf_devops__Hidden_Remote_Change__c","User","2","CreatedById;LastModifiedById"
"sf_devops__Hidden_Remote_Change__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Merge_Result__c","Group","1","OwnerId"
"sf_devops__Merge_Result__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Merge_Result__c","User","3","CreatedById;LastModifiedById;OwnerId"
"sf_devops__Merge_Result__c","UserRecordAccess","1","UserRecordAccessId"
"sf_devops__Object_Activity__c","Record Visibility","1","RecordVisibilityId"
"sf_devops__Object_Activity__c","sf_devops__Async_Operation_Result__c","1","sf_devops__Operation_Result__c"
"sf_devops__Object_Activity__c","sf_devops__Change_Submission__c","1","sf_devops__Change_Submission__c"
"sf_devops__Object_Activity__c","sf_devops__Environment__c","1","sf_devops__Environment__c"
"sf_devops__Object_Activity__c","sf_devops__Object_Activity__c","1","sf_devops__Parent_Activity__c"
"sf_devops__Object_Activity__c","sf_devops__Pipeline__c","1","sf_devops__Pipeline__c"
"sf_devops__Object_Activity__c","sf_devops__Pipeline_Stage__c","1","sf_devops__Target_Pipeline_Stage__c"
"sf_devops__Object_Activity__c","sf_devops__Project__c","1","sf_devops__Project__c"
"sf_devops__Object_Activity__c","sf_devops__Work_Item__c","1","sf_devops__Work_Item__c"
"sf_devops__Object_Activity__c","User","2","CreatedById;LastModifiedById"
"sf_devops__Object_Activity__c","UserRecordAccess","1","UserRecordAccessId"
